scene,C1,C2,C3,C4,C5,B1,B2,B3,B4,B5,T1,T2,T3,T4,T5,R1,R2,R3,R4,R5,L1,L2,L3,L4,L5
T4,0.9955681530,0.9972647420,0.9945732410,0.9943635390,0.9924352573,0.9916004936,0.9943281612,0.9971378939,0.9930407503,0.9965162862,0.9944866075,0.9941753323,0.9934726170,1.0000000000,0.9984200151,0.9917070978,0.9889527164,0.9877432356,0.9936442014,0.9928279737,0.9849543632,0.9936918579,0.9890477254,0.9962112532,0.9937858868
T5,0.9959180845,0.9971616193,0.9959302692,0.9952968843,0.9929104015,0.9908533360,0.9943124599,0.9965431639,0.9946130054,0.9966375465,0.9948583604,0.9931124237,0.9917444147,0.9984200151,1.0000000000,0.9899510290,0.9868364380,0.9849747812,0.9927358205,0.9908059874,0.9823217524,0.9920056281,0.9867393035,0.9962709232,0.9919403417
R1,0.9904815716,0.9922961253,0.9865030919,0.9889016618,0.9894591194,0.9953498436,0.9916718448,0.9920350873,0.9832171929,0.9898816352,0.9881989882,0.9954899142,0.9970170978,0.9917070978,0.9899510290,1.0000000000,0.9969469512,0.9963434000,0.9968819309,0.9968636625,0.9947134729,0.9964102304,0.9959384462,0.9924826586,0.9958408569
R2,0.9872414003,0.9889536674,0.9808648628,0.9858268666,0.9862744385,0.9938502667,0.9885975049,0.9893473686,0.9775362187,0.9877312931,0.9840016028,0.9930728396,0.9965406343,0.9889527164,0.9868364380,0.9969469512,1.0000000000,0.9982845487,0.9960867215,0.9960034106,0.9960335527,0.9958320112,0.9964633728,0.9911813015,0.9951640320
R3,0.9855356951,0.9878444486,0.9790017160,0.9835465561,0.9839602242,0.9934380917,0.9870903751,0.9881617546,0.9754838998,0.9862522432,0.9824764001,0.9924644468,0.9958825340,0.9877432356,0.9849747812,0.9963434000,0.9982845487,1.0000000000,0.9954651826,0.9957811445,0.9967967507,0.9952945513,0.9964956290,0.9903821745,0.9944430407
R4,0.9922932962,0.9940718000,0.9881604021,0.9914776150,0.9895274536,0.9967142690,0.9929647506,0.9932184903,0.9857802232,0.9935897335,0.9904354226,0.9973783541,0.9980483218,0.9936442014,0.9927358205,0.9968819309,0.9960867215,0.9954651826,1.0000000000,0.9976190593,0.9931703328,0.9985760402,0.9968578924,0.9951767083,0.9946526530
R5,0.9909681317,0.9928734969,0.9867997795,0.9894057510,0.9891184346,0.9955508919,0.9921223418,0.9929582355,0.9834498120,0.9916824514,0.9890535629,0.9955384593,0.9970969573,0.9928279737,0.9908059874,0.9968636625,0.9960034106,0.9957811445,0.9976190593,1.0000000000,0.9943949646,0.9977125375,0.9965399923,0.9941203879,0.9956607548
L1,0.9834939112,0.9850459271,0.9767798714,0.9816361882,0.9823159446,0.9916728918,0.9855093641,0.9856812960,0.9730556178,0.9834428034,0.9802073068,0.9901728839,0.9940545783,0.9849543632,0.9823217524,0.9947134729,0.9960335527,0.9967967507,0.9931703328,0.9943949646,1.0000000000,0.9931197959,0.9947283493,0.9881319276,0.9931413265
L2,0.9916536707,0.9937173895,0.9875937223,0.9911494516,0.9887804361,0.9960629942,0.9921311779,0.9936930667,0.9855680516,0.9939514694,0.9899337666,0.9976544547,0.9978967204,0.9936918579,0.9920056281,0.9964102304,0.9958320112,0.9952945513,0.9985760402,0.9977125375,0.9931197959,1.0000000000,0.9967530604,0.9950091981,0.9952733942
L3,0.9877070814,0.9893682722,0.9809828289,0.9860355438,0.9853224794,0.9942183325,0.9884373935,0.9891592974,0.9781672989,0.9884020295,0.9843955467,0.9940256329,0.9963947010,0.9890477254,0.9867393035,0.9959384462,0.9964633728,0.9964956290,0.9968578924,0.9965399923,0.9947283493,0.9967530604,1.0000000000,0.9915599709,0.9938507921
L4,0.9953044643,0.9962182505,0.9937277824,0.9955982705,0.9921400718,0.9937088230,0.9947371059,0.9969822045,0.9912179393,0.9969297806,0.9938799623,0.9945991388,0.9944495323,0.9962112532,0.9962709232,0.9924826586,0.9911813015,0.9903821745,0.9951767083,0.9941203879,0.9881319276,0.9950091981,0.9915599709,1.0000000000,0.9945483884
L5,0.9926399160,0.9941145406,0.9879664919,0.9913701081,0.9911490846,0.9938072667,0.9935537900,0.9946889926,0.9848312769,0.9922220421,0.9905449038,0.9938259714,0.9949481932,0.9937858868,0.9919403417,0.9958408569,0.9951640320,0.9944430407,0.9946526530,0.9956607548,0.9931413265,0.9952733942,0.9938507921,0.9945483884,1.0000000000
