scene,C1,C2,C3,C4,C5,B1,B2,B3,B4,B5,T1,T2,T3,T4,T5,R1,R2,R3,R4,R5,L1,L2,L3,L4,L5
T1,0.9608230916,0.9587055112,0.9354988300,0.9634922098,0.9714688739,0.9845185197,0.9803762707,0.9811899110,0.9688229738,0.9856766612,1.0000000000,0.9926105719,0.9822588803,0.9895355957,0.9815996249,0.9797214808,0.9668235637,0.9652559630,0.9774189321,0.9740481137,0.9613228578,0.9891759830,0.9817129189,0.9905957009,0.9833856653
T2,0.9599893746,0.9565613801,0.9309687935,0.9619906391,0.9726620086,0.9864121501,0.9821933126,0.9834158344,0.9714839534,0.9871818229,0.9926105719,1.0000000000,0.9878750697,0.9894621085,0.9862035819,0.9808073849,0.9659661516,0.9632596783,0.9777007522,0.9745171762,0.9636568418,0.9942166381,0.9862550193,0.9930855765,0.9880156976
T3,0.9790876482,0.9802433649,0.9586425979,0.9846189709,0.9901313232,0.9943346571,0.9946588196,0.9944658546,0.9878246373,0.9932940008,0.9822588803,0.9878750697,1.0000000000,0.9943874160,0.9951147828,0.9936209166,0.9827145651,0.9790034186,0.9917586017,0.9899687025,0.9679513108,0.9948085491,0.9909910952,0.9899597226,0.9949363577
T4,0.9792172304,0.9799732843,0.9578612149,0.9826293715,0.9901839052,0.9962599767,0.9937184187,0.9945962014,0.9867812017,0.9934235561,0.9895355957,0.9894621085,0.9943874160,1.0000000000,0.9939059946,0.9956241460,0.9847331436,0.9819306259,0.9935686849,0.9910757579,0.9715407913,0.9949351439,0.9916489614,0.9935227941,0.9947158713
T5,0.9757032235,0.9755995722,0.9519419437,0.9820188880,0.9890158612,0.9943488214,0.9960400096,0.9958495867,0.9816390462,0.9966395068,0.9815996249,0.9862035819,0.9951147828,0.9939059946,1.0000000000,0.9917362433,0.9762922638,0.9714055582,0.9891672446,0.9850426534,0.9544603556,0.9926137342,0.9831880973,0.9925969322,0.9887378770
R1,0.9844133321,0.9878408185,0.9686328139,0.9885843139,0.9947561757,0.9956394811,0.9932594257,0.9946775500,0.9906686668,0.9895803519,0.9797214808,0.9808073849,0.9936209166,0.9956241460,0.9917362433,1.0000000000,0.9913410121,0.9882311856,0.9971767156,0.9958903010,0.9731342075,0.9904784725,0.9916291814,0.9876323793,0.9943842748
R2,0.9888732391,0.9918666555,0.9823543699,0.9882821069,0.9910754767,0.9853172822,0.9821909103,0.9837086359,0.9923883654,0.9735631268,0.9668235637,0.9659661516,0.9827145651,0.9847331436,0.9762922638,0.9913410121,1.0000000000,0.9969893076,0.9951343353,0.9956184066,0.9840645655,0.9804365516,0.9902152732,0.9748396936,0.9872940597
R3,0.9892705376,0.9905179345,0.9840338740,0.9866276048,0.9879219690,0.9813995313,0.9791902484,0.9801935910,0.9910887722,0.9701138529,0.9652559630,0.9632596783,0.9790034186,0.9819306259,0.9714055582,0.9882311856,0.9969893076,1.0000000000,0.9925331444,0.9926239984,0.9869717128,0.9772382333,0.9885793471,0.9735078665,0.9846457671
R4,0.9893630285,0.9919717180,0.9765478361,0.9917364263,0.9955900859,0.9936135190,0.9922234945,0.9936883120,0.9934844365,0.9868724009,0.9774189321,0.9777007522,0.9917586017,0.9935686849,0.9891672446,0.9971767156,0.9951343353,0.9925331444,1.0000000000,0.9966187015,0.9780142291,0.9890385376,0.9917290844,0.9860289536,0.9924159302
R5,0.9873154061,0.9904292372,0.9765549423,0.9891005657,0.9936462607,0.9912233589,0.9882286359,0.9901921350,0.9914246793,0.9824383492,0.9740481137,0.9745171762,0.9899687025,0.9910757579,0.9850426534,0.9958903010,0.9956184066,0.9926239984,0.9966187015,1.0000000000,0.9789040690,0.9860309267,0.9920666517,0.9817702636,0.9920487413
L1,0.9712487637,0.9707016658,0.9644728920,0.9658424032,0.9695731988,0.9662753136,0.9615163453,0.9631475436,0.9807660900,0.9533536145,0.9613228578,0.9636568418,0.9679513108,0.9715407913,0.9544603556,0.9731342075,0.9840645655,0.9869717128,0.9780142291,0.9789040690,1.0000000000,0.9723354990,0.9865454601,0.9645631565,0.9807633432
L2,0.9737290043,0.9722815111,0.9500098693,0.9765075666,0.9846515732,0.9925673645,0.9907898622,0.9912870461,0.9841710501,0.9915129359,0.9891759830,0.9942166381,0.9948085491,0.9949351439,0.9926137342,0.9904784725,0.9804365516,0.9772382333,0.9890385376,0.9860309267,0.9723354990,1.0000000000,0.9930565721,0.9950240199,0.9951718124
L3,0.9787445577,0.9793748383,0.9621829776,0.9786344405,0.9860091319,0.9897564624,0.9852794769,0.9867527809,0.9892034971,0.9823335923,0.9817129189,0.9862550193,0.9909910952,0.9916489614,0.9831880973,0.9916291814,0.9902152732,0.9885793471,0.9917290844,0.9920666517,0.9865454601,0.9930565721,1.0000000000,0.9865916358,0.9963616038
L4,0.9730685995,0.9695042217,0.9485512947,0.9750789270,0.9829447758,0.9910982250,0.9902613320,0.9906698548,0.9795357799,0.9931139401,0.9905957009,0.9930855765,0.9899597226,0.9935227941,0.9925969322,0.9876323793,0.9748396936,0.9735078665,0.9860289536,0.9817702636,0.9645631565,0.9950240199,0.9865916358,1.0000000000,0.9884492871
L5,0.9774228189,0.9796014200,0.9588764955,0.9804840034,0.9880387220,0.9921540337,0.9893182064,0.9900541496,0.9889186481,0.9869435753,0.9833856653,0.9880156976,0.9949363577,0.9947158713,0.9887378770,0.9943842748,0.9872940597,0.9846457671,0.9924159302,0.9920487413,0.9807633432,0.9951718124,0.9963616038,0.9884492871,1.0000000000
